text_clean,sentiment_label,sentiment_stars,region,platform,zone
Top 10 lock ins of all time,positivo,5,US,instagram,US
should've backflipped off the TommyLift,negativo,2,US,instagram,US
Cuteness as always!,positivo,5,US,instagram,US
What are the shoes,positivo,5,US,instagram,US
Having your shoes and socks off makes zero difference,negativo,1,US,instagram,US
Put your socks on you scruff,positivo,5,US,instagram,US
"It looks like she took the shoes off just for this or other specific exercises, I doubt she’s gonna catch anything with minimal exposure … to the ppl missing the point, I think the critics aren’t worried about her spreading germs, they’re grossed out about her potentially catching germs from the dirty gym floor … but everyone can relax 😂 😂… at least she doesn’t have bunions lol",neutro,3,US,instagram,US
Wtf is with peeps not wearing shoes in the gym these days. What tards,negativo,1,US,instagram,US
Someone with zero glutes giving a tutorial on how they target their non existent glutes ….smh,negativo,1,US,instagram,US
Why do you need to use a lifting rack to do this exercise ….looks like crowded gym and someone else probably coulda put that rack to better use …,negativo,1,US,instagram,US
Everyone is soooooo over this. . Just workout and leave. Then maybe do some bikini pics? There is something new.,negativo,1,US,instagram,US
How’s the 401 ?,negativo,1,US,instagram,US
I hate when ppl go barefoot in the gym. Them feet stank!!,negativo,1,US,instagram,US
What’s with filming every person in the gym? 🤦‍♂️ pathetic,negativo,1,US,instagram,US
Her feet aren’t a danger to other people. Other people’s shoes are covered in urine from walking through the bathroom. The dirt is her issue to deal with.,neutro,3,US,instagram,US
This is how you get foot fungus,positivo,5,US,instagram,US
Yessirr congrats brother!,positivo,5,US,instagram,US
"Some have never had this on film, even if nobody gets it. Every rate is golden. Oorah!",positivo,5,US,instagram,US
R2d2 where are you? He's a truck lift in the usaf,positivo,5,US,instagram,US
Lock in of all time,positivo,5,US,instagram,US
Did he just round off that pivot ?,negativo,2,US,instagram,US
Is this NAS Fort Worth?,neutro,3,US,instagram,US
Am I the only one who wanted him to about face on accident and fall off?,negativo,1,US,instagram,US
OUTSTANDING !. The World's Finest US Marine Aviation. Semper Fi,positivo,5,US,instagram,US
🤣🤣 congrats brother!! Semper Fi!🍻🍻,positivo,5,US,instagram,US
Please wear shoes 👠,negativo,1,US,instagram,US
you like her what?!,positivo,5,US,instagram,US
I KNOW she has athletes foot. Good luck lady.,neutro,3,US,instagram,US
Barefoot and recording yourself in the gym is craaaaaazzzzyyyyyy!!😩,negativo,1,US,instagram,US
What these videos are is a chance to show your ass in tight pants.,positivo,5,US,instagram,US
wow not one supportive comment in sight,negativo,1,US,instagram,US
"Barefoot?!!! Why??? You have to have hygiene, in that gym there are more people besides you 😷😷😷😷🤢",negativo,1,US,instagram,US
"No shoes, no socks….. gross!!!🤮",negativo,1,US,instagram,US
"Looking at the flatness of ur bum, looks like u just started these exercises",negativo,1,US,instagram,US
Raw dogging with no socks is crazy 😂,positivo,5,US,instagram,US
Crusty ass feet on the equipment and shit hell nah,negativo,1,US,instagram,US
The bag 😍 and everything is fab!!But the bag 😍😍🔥,positivo,4,US,instagram,US
Boots link please,neutro,3,US,instagram,US
Love it all please,positivo,5,US,instagram,US
Winter lulu hauls hit different! The cozy athleisure vibes are everything,positivo,5,US,instagram,US
good shit brother,positivo,4,US,instagram,US
that boy CAKED up,negativo,1,US,instagram,US
Hell yeah congrats brotha,negativo,1,US,instagram,US
🔗 pretty please,positivo,4,US,instagram,US
Filming needs to be banned in all gyms.,negativo,1,US,instagram,US
Pay attention to your knee cap and cruciate ligaments,positivo,4,US,instagram,US
Are the glutes in the room with us right now?,neutro,3,US,instagram,US
That’s not your gym so wear proper outfit including socks. Disgusting,negativo,1,US,instagram,US
Shoes must be worn! Wtf???,positivo,5,US,instagram,US
Shoes on. So selfish,negativo,1,US,instagram,US
Please send me links to everything !!,negativo,1,US,instagram,US
Love. Yes please,positivo,5,US,instagram,US
Love the polka dots,positivo,5,US,instagram,US
Omggg the spots are so cute,positivo,5,US,instagram,US
i can feel the burn just from watching,positivo,4,US,instagram,US
Gym membership should be canceled for this straight as plank girl . She obviously dont know how to use public gyms nor she knows technique of this excircise. Pathetic,negativo,1,US,instagram,US
"One dumbbell on the toes will end the no-shoes nonsense forever, I promise.",negativo,1,US,instagram,US
Women still posting this shit like it’s relevant or unique is willld,positivo,5,US,instagram,US
Feet is pretty but u wildn barefoot in the gym,neutro,3,US,instagram,US
When are you posting the exercises that target your glutes?,negativo,1,US,instagram,US
I don’t get this new trend of taking off your socks and shoes in the gym???,negativo,1,US,instagram,US
Disrespectful to film other people at gym,negativo,1,US,instagram,US
"Do you find that leaning forward slightly increases glute and hamstring activation? As an ultra runner, this does for me and important. Oh and ignore those nonsense comments about why you are barefoot. Many of us are happy that you are.",positivo,4,US,instagram,US
WOW...Here's some attention... we know you want it.,positivo,5,US,instagram,US
I see nail fungus in her future,positivo,4,US,instagram,US
Where is the set from?,negativo,1,US,instagram,US
Nobody cares about your injuries and stop filming in gyms.,negativo,1,US,instagram,US
No shoes or socks? Wtf,negativo,1,US,instagram,US
Everyone hates this and you.,negativo,1,US,instagram,US
"How are all those guys able to work out with t-shirts and shorts? I thought women wore less clothes to the gym for ""mobility"" purposes but those guys seem to be doing fine if not better than you..",neutro,3,US,instagram,US
Feet. Sexy bare feet 😋,positivo,5,US,instagram,US
Bro is giving advice to have glutes 😂,positivo,4,US,instagram,US
Where are the waterproof boots from please? Does anyone know? I’m 🇬🇧 so the kinks don’t normally work? Xx,negativo,1,US,instagram,US
Please send me the 🔗😍,negativo,1,US,instagram,US
I’m obsessed with the polka dots!!,positivo,5,US,instagram,US
Everything looks stunning on you,positivo,5,US,instagram,US
Please can you send me the links 🔗🔗🔗,negativo,1,US,instagram,US
That green fleece is so cute. No more clothes for me though,positivo,5,US,instagram,US
"that’s disgusting, workout at home barefoot but not in a public gym",negativo,1,US,instagram,US
“She got a lil butt so what”,positivo,4,US,instagram,US
Why being barefoot….. does it even make a difference in gains or muscle shaping? Eeeexactly 🤢🤧 keep them on please,negativo,1,US,instagram,US
"Now, why couldn’t you have filmed yourself removing your sweaty sneakers and socks?🤦🏻‍♂️",negativo,1,US,instagram,US
She’s askin for MRSA,neutro,3,US,instagram,US
NOBODY IS LOOKING AT THE LEG😎💜😎,negativo,1,US,instagram,US
"Wow, never seen any of these exercises!!! This girl is amazing. Did she create all these? Not",positivo,5,US,instagram,US
why on earth did you have to do it barefoot??,negativo,1,US,instagram,US
I love all of them❤️❤️❤️,positivo,5,US,instagram,US
@perfectioneyebrowstampa,positivo,5,US,instagram,US
Love the first pair of pants,positivo,5,US,instagram,US
I love the hoodies!,positivo,5,US,instagram,US
Staph Infection: “Am I a joke to you?”,negativo,1,US,instagram,US
Stop looking towards the ground on your reps..look forward to avoid straining your neck and upper back !,negativo,1,US,instagram,US
"No bitching at anyone like you own the gym, great form... Why don't I get more of these type of reels in my FYP?",positivo,5,US,instagram,US
What is wrong with barefoot work out? I mean it’s not like she’s not wearing her pants on tf,negativo,1,US,instagram,US
🦶🏻🦶🏻 Socks off are hot 🔥 🔥 🔥 🔥 🔥 🔥 🔥,positivo,4,US,instagram,US
Rawdogging the gym floor is WILD,positivo,5,US,instagram,US
Nahhhhhh!!!! Ain’t nobody wanna see them dogs in the gym,negativo,1,US,instagram,US
Where's the ass? Looking just like a regular skinny girl in leggings lol,negativo,1,US,instagram,US
Hate them Bulgarian squats,negativo,1,US,instagram,US
Wait for the warts on your feet,negativo,1,US,instagram,US
"Filming in the gym, barefoot, and hogging the smith machine? Getttttt tf out",negativo,1,US,instagram,US
Her feet are cute stop with the hate,positivo,4,US,instagram,US
You going to need more than exercise,positivo,4,US,instagram,US
Go home lil sis no one wants to be recorded in the gym. And bare feet ? Yea no go home and don’t come out your house,negativo,1,US,instagram,US
Thanks...need to do this!,positivo,5,US,instagram,US
Why are you spanking yourself?,negativo,1,US,instagram,US
Why take your shoes,positivo,5,US,instagram,US
What is the name of the first pair of leggings from Lulu? Thanks.,negativo,1,US,instagram,US
How many kilos the kettlebell here ?,negativo,1,US,instagram,US
"Not so hygienic, but nice Feet!",positivo,4,US,instagram,US
Put shoes on. Disgusting,negativo,1,US,instagram,US
She wants atention… omg,positivo,4,US,instagram,US
People are right to interrupt you and ask you to put your shoes back on,positivo,5,US,instagram,US
She knows how to use the algorithm 🦶,positivo,4,US,instagram,US
First time doing these? I can't see any result on you,negativo,1,US,instagram,US
Barefoot… 🤦‍♂️ people way too comfortable these days,negativo,1,US,instagram,US
What’s most notable about these is the huge gap between your legs what is that about?,neutro,3,US,instagram,US
The polka dots!!,positivo,5,US,instagram,US
You can tell everyone’s annoyed but she probably thinks everyone staring at her hoping for a shot😂,neutro,3,US,instagram,US
I think she’s trying to be sexual it’s not just a workout … the socks would have achieved the same effect as they have no support.,negativo,2,US,instagram,US
Ban filming in the gym,negativo,1,US,instagram,US
"These people must go there for attention, if I was a so called “influencer” I’d build a home gym and use that as my studio/office… why do this in public",positivo,5,US,instagram,US
"having trouble comprehending how many people are upset about her feet.. if ur grossed out by a clean, beautiful woman's feet then wait til you hear how you were born 😂",negativo,2,US,instagram,US
Does the ppl in Gym agree that you put them into the Internet?,neutro,3,US,instagram,US
Work out wothout shoooo😂,positivo,4,US,instagram,US
Bare foot in the gym !!! She shud be kicked out,negativo,1,US,instagram,US
Yes please! Polka dot is my fave too,positivo,5,US,instagram,US
Boots link please!,positivo,5,US,instagram,US
Thanks for filming this unique experience that non of us have seen before e,positivo,5,US,instagram,US
Put socks on you scruff,positivo,5,US,instagram,US
"Imagine if someone stepped on infected dog shit and came to the gym without changing their shoes. I mean, if you don’t follow the rule of using clean shoes (in fact you don’t), others might too. Either way, your cute little feet would be touching a shit-stained surface. I wouldn’t like it. 🥸",negativo,2,US,instagram,US
Put your smelly dirty feet away,negativo,1,US,instagram,US
Training without socks on in the gym is fucking disgusting.,negativo,1,US,instagram,US
Barefoot at the gym… like it 🤓😏,positivo,4,US,instagram,US
"Still flat, stop with all the nonsense and lift heavy",negativo,2,US,instagram,US
Ringworm entered the chat,negativo,1,US,instagram,US
Save your spine by the second movement shown.,negativo,1,US,instagram,US
Bare feet is absolutely fine .. just don’t listen to these Bobos @kathevansfit 👍,negativo,1,US,instagram,US
Fellas who's here because of... Well you know.😂,negativo,1,US,instagram,US
"Love all items, please send me links",positivo,5,US,instagram,US
"gyms don’t allow no shoes. also super dangerous. if the weight fell on your foot and yes, not to mention ring worm 🤮",negativo,1,US,instagram,US
If u want to record at the gym then buy one! Why are your shoes and socks off? 🤡,negativo,1,US,instagram,US
Keep your camera 📸 at home and show people there.. your bothering others,positivo,5,US,instagram,US
Some women r nasty at the gym,neutro,3,US,instagram,US
The entitlement is crazy,positivo,5,US,instagram,US
i hate feet. if i go to the gym and see this i’m pulling my first karen🤣🤣🤣,negativo,1,US,instagram,US
Why is the gym allowing no socks on 🤢,negativo,1,US,instagram,US
Anyone who goes to a gym shoeless should be arrested@,negativo,1,US,instagram,US
"Barefoot at the gym, I can hear the song now athlete's foot here I come.... 🤦🏾‍♂️🤷🏾‍♂️",positivo,5,US,instagram,US
Why would you do this barefoot in a gym. I think maybe this isn't about working out is it,negativo,1,US,instagram,US
People that film in gyms are narcissists,negativo,1,US,instagram,US
She would never get in my bed with those things🤮,negativo,1,US,instagram,US
Why are people posting vids of this..ego meed a massage,negativo,1,US,instagram,US
"hate barefeet in the gym, unless you're a pretty blonde, then its fine. otherwise 🤮🤮",neutro,3,US,instagram,US
Who watches this shit and why?,negativo,1,US,instagram,US
Just start sleeping with all the men there honey. You look like you need attention,positivo,5,US,instagram,US
Nice feet but in a public gym🤷,positivo,4,US,instagram,US
@whitney_edlund,positivo,5,US,instagram,US
Bare feet in the gym? You should be kicked out that’s unsanitary.,negativo,1,US,instagram,US
"Hand, foot, and mouth disease is alive and well.🫡",positivo,5,US,instagram,US
The narcissism is why you don’t see a ring on it,negativo,1,US,instagram,US
🙋🏾‍♂️the men who are going to find a reason to walk behind her while her sole is turned up on that bench button. 🤷🏾‍♂️———->,positivo,4,US,instagram,US
Grandpa with TN 💀,positivo,5,US,instagram,US
Good work on progress but I feel like I stick to science anyway,neutro,3,US,instagram,US
"How about turn off your camera and your light, your tripod and everything else and just work out and stop interrupting other peoples workouts",positivo,5,US,instagram,US
No me smelling the bench and box after you left 😅,negativo,1,US,instagram,US
Disgusting 🤮 put sone socks brah,negativo,1,US,instagram,US
Thanks for not having a huge ass.,positivo,4,US,instagram,US
Love it all!!!!,positivo,5,US,instagram,US
Ban recording in the gym,negativo,1,US,instagram,US
Btw why are you slapping your own ass? Lol,negativo,1,US,instagram,US
"Barefoot in the gym is not a problem. What is a problem are people that wear the same gym clothes for I dunno months and smell like a dead body, or how about the creeps that sweat all over the equipment and walk off leaving their crud for the next person, or how about the people that wear their GD street shoes covered in crud into the sauna. Someone who slips off their shoes to do a couple sets of floor exercises like this lady. I’ll take that any day.",neutro,3,US,instagram,US
Stop filming in the gym 🤦‍♂️,negativo,1,US,instagram,US
Can you go barefoot in a public gym?,negativo,1,US,instagram,US
Love the boots!,positivo,5,US,instagram,US
What are the first pants !?,negativo,1,US,instagram,US
Love everything 🔗😍 please send 🔗 link,positivo,5,US,instagram,US
No socks.. clout,negativo,1,US,instagram,US
I’m not trying to troll but why take shoes and socks off?,neutro,3,US,instagram,US
Let's focus more on this girls 0.0% body fat and crazy superhero muscles .,negativo,1,US,instagram,US
These are great quad exercises,positivo,5,US,instagram,US
"Maybe if you did hip extension based lifts which is what works your glutes, your glutes would grow oppose to doing hip flexion based exercises which grow your quads",neutro,3,US,instagram,US
"Keep training barefoot girl, these Insta haters are ignorant and simply disgusting themselves. Pity they're incable of washing themselves 😂",negativo,1,US,instagram,US
First time I've seen someone get so much flack for nothing 😂 @squat_university care to explain why training barefoot is bad? 😂,negativo,1,US,instagram,US
Whats that ur home or garden? Put shoes on and respect others,positivo,5,US,instagram,US
Nasty barefoot in gym,positivo,5,US,instagram,US
You’re the worst person to have to share a gym with,negativo,1,US,instagram,US
Dirty feet on the equipment that everyone else uses 🤮🤮🤮🤮,negativo,1,US,instagram,US
"Isn't the floor dirty? Dead skin cells, body sweat, dirty from outside that's brought inside by other people's shoes... so many germs 😮",negativo,1,US,instagram,US
Feet for more views🤦‍♂️,neutro,3,US,instagram,US
Taking your socks and shoes off in a public gym is absolutely disgusting and wild.,negativo,1,US,instagram,US
There is no need to slap your glutes and patch your glutes like that there’s absolutely no reason no need,negativo,1,US,instagram,US
What if you drop or someone accidentally drop somethin on the pretty foot?,negativo,1,US,instagram,US
Those who are grossed by feet think everyone's feet is like theirs. If your or your partner feet are gross doesn't mean others poeple feet are gross. She has cleaner feet than your mouths. KArens,neutro,3,US,instagram,US
Just workout pls … we dont need the filming,neutro,3,US,instagram,US
Such pretty feet,positivo,5,US,instagram,US
Love all of them,positivo,5,US,instagram,US
Just wait until you contract athletes foot,negativo,1,US,instagram,US
Hope this gym owner knows this is a lawsuit waiting to happen .. better have some rules,negativo,1,US,instagram,US
Socks off and no ass. she was just trying to show off the dogs 🦶💅,negativo,1,US,instagram,US
Yea put your shoes on nasty thing,positivo,5,US,instagram,US
No shoes and socks at the gym is diabolical,positivo,5,US,instagram,US
Bare foot 🦶🤢🤢🤢🤢🤢🤢🤢🤢🤮,negativo,1,US,instagram,US
are you looking at my feet? how dare you,negativo,1,US,instagram,US
Sheeeeesh total unit…so much hate on those finely appointed piglets. 🔥,negativo,1,US,instagram,US
Put your fucking shoes and socks on weirdo. This ain’t your home gym,negativo,1,US,instagram,US
Doing this and not seeing a problem is a different level of entitlement 💀.,positivo,5,US,instagram,US
Fleece sweater ! 🔥,positivo,5,US,instagram,US
Bag and links please,neutro,3,US,instagram,US
Feet for fan im sure there is 95% liked by men,neutro,3,US,instagram,US
Yes stupid and unsanitary,negativo,1,US,instagram,US
"Unpopular opinion, but if you’ve ever wrestled or competed at BJJ,…you don’t really give a shit about people being barefoot. Some antibacterial body wash and a loofah can keep you pretty safe.",neutro,3,US,instagram,US
Jesus look at the men gawking in the background disgusting you should of reported them 🙄,negativo,1,US,instagram,US
Wtf firstly people started to workout without shoes right now they don’t even wear socks idiots,negativo,1,US,instagram,US
Best routine to get toe fungus.,positivo,5,US,instagram,US
Barefoot everywhere but the house. 👏👏,neutro,3,US,instagram,US
"all the podiatrist and microbial experts in the comments 🤣 take your shoes off, live a little, everything will be fine",positivo,5,US,instagram,US
You look incredible! ❤️,positivo,5,US,instagram,US
Public gym with no shoes on . I’m done 🤮🤮🤮,positivo,5,US,instagram,US
& im not supposed to stare at yo toes ? Yeah ight 😂,negativo,1,US,instagram,US
Stop filming in public spaces and respect privacy,negativo,1,US,instagram,US
Put some socks on and stop filming you are rank,negativo,2,US,instagram,US
Great form 👏🏼. but girlie…put on shoes! You’re going to get ringworm or athletes foot 🤮,positivo,4,US,instagram,US
Eating chips and immediately went to comments 😁,negativo,1,US,instagram,US
Put your shoes on! Nasty 🤮,positivo,5,US,instagram,US
@mary_the_marketer,positivo,5,US,instagram,US
i'm just as skinny but without the thigh gap aahhh😭💔 your legs look so pretty girl! 😂❤️❤️,positivo,4,US,instagram,US
Can I come to your gym and record you doing a workout,positivo,5,US,instagram,US
"I wish we could go back to separate gyms. In the 80’s I was a member of a gym that had 2 sides, 1 for men & 1 for women. I will never go to another gym unless it’s a women’s only. I’m intimidated by fit women but when you add meatheads to the mix it’s too much!",negativo,2,US,instagram,US
Disgusting.. please wear socks,negativo,1,US,instagram,US
Put your shoes on and stop filming!! Totally inconsiderate!!!,negativo,1,US,instagram,US
Stop filming people at gym,negativo,1,US,instagram,US
"Oh yeah, bare feet in a public gym space is disgusting.",negativo,1,US,instagram,US
Jesus stop filming yourself and others in the gym. If you need to do this rent a space. Fucking ridiculous.,negativo,1,US,instagram,US
"why none is telling her to put on socks?This is not ur personal private gym girl...is a public place with other people.I see too many gym girls doing this, looks like it become a sort of trend...",negativo,1,US,instagram,US
Gross. Socks off zero consideration for others. Recording less consideration for other. Zero muscle yet trying to teach me how to grow glutes by doing hamstring dominant exercises? When will people stop listening and stop paying attention to people like this people who haven’t a clue?,negativo,1,US,instagram,US
Link the booties,positivo,4,US,instagram,US
this is a massive red flag,negativo,1,US,instagram,US
The narcissism is crazy,positivo,5,US,instagram,US
"We could just let her train how she wants in peace, who cares if she is wearing socks or not it doesn’t affect us",positivo,4,US,instagram,US
Toe fungus on shared public gym equipment is diabolical,positivo,5,US,instagram,US
I’ll steal Her Socks 🧦 🧦,negativo,1,US,instagram,US
she should wear normal clothes,negativo,2,US,instagram,US
Wait till you get plantar warts and won’t be able to walk… noway you should be shoeless here… asking for trouble you don’t want..,negativo,1,US,instagram,US
I absolutely NEED that polka dot set rn😭😭🖤,positivo,5,US,instagram,US
"@glen.andersonstrong guessing u r not a derm, microbiologist or infectious disease expert",negativo,1,US,instagram,US
"You do realise how much dog shit practically every pair of shoes in that gym have stepped in, right? But no problem with that 😂🤦‍♂️. Stop trying to wrap people in cotton wool for god sake 😂",negativo,1,US,instagram,US
@glen.andersonstrong Shut up who are you arguing with goodness captain save,negativo,1,US,instagram,US
@glen.andersonstrong yea fuck being sanitary & having common sense am I right?,negativo,1,US,instagram,US
@deannn2020 Dogs shitting in gyms?! 😯,negativo,1,US,instagram,US
@mikaeleurenius who tf said anything about dogs shitting in the gym?,negativo,1,US,instagram,US
@deannn2020 How else would dog shit end up on gym shoes?,negativo,1,US,instagram,US
"@mikaeleurenius are you for real 😂. Do they not leave the gym 🤦‍♂️. If you’re gonna try be a smart arse, you generally need an IQ above single digits my friend 😂",positivo,5,US,instagram,US
You are an obvious beginner. In social aspect. Having huge lack of public behaviour skills.,neutro,3,US,instagram,US
Nobody wants to smell that girlfriend come on now,positivo,5,US,instagram,US
Barefoot in a public gym???,negativo,1,US,instagram,US
Don’t think it’s targeting the glutes tho… 😂,negativo,1,US,instagram,US
I don’t understand how modest clothing would prevent you from doing such exercise,negativo,2,US,instagram,US
Why barefoot? That's disgusting,negativo,1,US,instagram,US
They really dont have anything to use other than a bench? Unless your gym is rolling in benches then somebody else could be using that,negativo,1,US,instagram,US
"That ain’t your private gym, put those freaking socks and shoes on 🤮",negativo,1,US,instagram,US
Tf. Put your shoes on. The gym is not your house. ICK.,negativo,1,US,instagram,US
Lots of things wrong here. But gym Floors are seething with bacteria from the bottoms of peoples shoes and all the sweat that falls from gym goers. Just yuck!!!,negativo,1,US,instagram,US
How many more gym influencers do we need? 😂🙈,positivo,5,US,instagram,US
"Nasty, bare feet in a gym",positivo,5,US,instagram,US
"@deannn2020 You mean that people take their gym shoes (which are for indoor use) and dip them in dog shit when they get out, and then put them back in their gym bag? Also; nice touch to resort to insults when wits run out.",positivo,4,US,instagram,US
"@mikaeleurenius if you don’t like the comments back, don’t try being a smart ares 🤷‍♂️. You’re the one that decided to @ me. I guarantee you now that at minimum 50% of the people in there do not have specific shoes for indoors 🤦‍♂️. Move along pal",positivo,5,US,instagram,US
"@deannn2020 Well, all of us now know with sufficient certainty that at least you do. Anyhow, I am now done talking about dog shit. 🙂",positivo,5,US,instagram,US
@mikaeleurenius Not exactly sure what your point of @ me was in the 1st place tbh but I’m sure you’ve plenty more essential input to contribute elsewhere 😂,neutro,3,US,instagram,US
@technotropics those people down under are different. That’s telling him,negativo,1,US,instagram,US
@glen.andersonstrong becasue she posted the video for everyone to see. Voicing our thoughts is normal.,neutro,3,US,instagram,US
First pants and boots love them,positivo,5,US,instagram,US
"Gross, put your socks on and respect others",negativo,1,US,instagram,US
With the dogs out! Jheeeee,negativo,1,US,instagram,US
Socks and u should have glutes before u post your favorite exercise. 🤔😎,positivo,5,US,instagram,US
Jacket sweatshirts booties and purse please,positivo,5,US,instagram,US
What was the spray you used and why?,negativo,1,US,instagram,US
love them all. link please!!!,positivo,5,US,instagram,US
I need all of these!,positivo,5,US,instagram,US
First pair name?,negativo,1,US,instagram,US
Love the pullover! Victoria!,positivo,5,US,instagram,US
@luckenbach11 need this link!,positivo,5,US,instagram,US
@skyemyers_ can you send ne the link for the black pants?,negativo,1,US,instagram,US
Obsessed with all of it! 💕Especially the polka dots!,positivo,5,US,instagram,US
Send me the links ❤️,positivo,5,US,instagram,US
Omg references please 😍,neutro,3,US,instagram,US
Do they have a website,neutro,3,US,instagram,US
Love them all!!,positivo,5,US,instagram,US
The polka dots! 😍,positivo,5,US,instagram,US
Need first pair of pants link!,negativo,1,US,instagram,US
Wow love that jacket !,positivo,5,US,instagram,US
Love 🔗link please,positivo,5,US,instagram,US
Link for zip up boots please,positivo,4,US,instagram,US
Love them all! Can you send the links?!?,positivo,5,US,instagram,US
Love the polka dot outfit! Keep it all!,positivo,5,US,instagram,US
Love the fleeces,positivo,5,US,instagram,US
Omg the polkadotset😍,positivo,5,US,instagram,US
Can you send links please!,positivo,5,US,instagram,US
Let me know all,positivo,5,US,instagram,US
Send me the 🔗 plz! ♥️,positivo,5,US,instagram,US
🔗 For Jenn please,positivo,5,US,instagram,US
Need it want it,positivo,5,US,instagram,US
♥️ the mini boots,positivo,5,US,instagram,US
Virgin mary!!!😍,positivo,5,US,instagram,US
Please can you send me the links,negativo,1,US,instagram,US
Send me all please,positivo,5,US,instagram,US
Love all of them! Links,positivo,5,US,instagram,US
Love😍 links please,neutro,3,US,instagram,US
Would love the link!,positivo,5,US,instagram,US
Black half zip info,neutro,3,US,instagram,US
Name of the first pants? 😍,negativo,1,US,instagram,US
Love them all!🔗,positivo,5,US,instagram,US
Love all of it!!,positivo,5,US,instagram,US
All items please!!,positivo,5,US,instagram,US
Yes love please send links,positivo,5,US,instagram,US
Love all of this,positivo,5,US,instagram,US
The sweatshirt and the jacket plse,positivo,5,US,instagram,US
Love the shoes !,positivo,5,US,instagram,US
Try Bellatec it’s much better,negativo,2,US,instagram,US
Lululemon is OVERRATED I have the define jacket and yes quality is good but not worth $130,negativo,2,US,instagram,US
love the first pants can you link all please!,positivo,5,US,instagram,US
You would be perfect at ballbusting kneeing and kicking short fat men like me in the bollocks alot 😍,positivo,5,US,instagram,US
Love these need the links,positivo,5,US,instagram,US
Love all of it!,positivo,5,US,instagram,US
Pleated pants please ❤️,neutro,3,US,instagram,US
I need it all! Please send the links :),positivo,5,US,instagram,US
Please link me the items!!,positivo,5,US,instagram,US
Love all ❤️❤️ the bag is so adorable 😍,positivo,5,US,instagram,US
Love the wide leg!!,positivo,5,US,instagram,US
The thigh gap 👏🏿 Total body goals for me 💁🏿‍♀️,positivo,5,US,instagram,US
Love everything,positivo,5,US,instagram,US
@colincannella 😂,positivo,5,IT,instagram,Europa
@lauren.martin.8,positivo,5,FR,instagram,Europa
@jonahwegegener26 no you can’t,negativo,1,NL,instagram,Europa
Beautiful Quee👑 Let's go 💯💪🏾🔥,positivo,5,FR,instagram,Europa
Very cute color.,positivo,5,RO,instagram,Europa
@classicbl c-130s,positivo,5,IT,instagram,Europa
STOP RECORDING OTHER PPL!!,negativo,1,DE,instagram,Europa
@katiemarvin.93,positivo,5,FI,instagram,Europa
😂 so dope!! Congrats,positivo,5,IT,instagram,Europa
🎶 emotional damage 🎶,negativo,1,IT,instagram,Europa
Fine fine fine fine ass,positivo,4,IT,instagram,Europa
@hannahclune 😂😂😂,positivo,5,FR,instagram,Europa
@wiebke.ellmann,positivo,4,DE,instagram,Europa
@claire.duprez me 😅😅😅😅,negativo,1,FR,instagram,Europa
"LETS GOOOO, OORAH BROTHER. SEMPER FI!",positivo,5,DE,instagram,Europa
so relatable!! 🤭 xx,positivo,5,ES,instagram,Europa
🔗lululemon drop,negativo,1,RO,instagram,Europa
Me & my sister! @vanessalynail,positivo,5,FI,instagram,Europa
@maisierush 🤣🙌🏼,neutro,3,FI,instagram,Europa
@muzanne_saxwell,positivo,5,IT,instagram,Europa
@grace2.0_______ I guess,negativo,1,FR,instagram,Europa
Beautiful feet❤️,positivo,5,RO,instagram,Europa
@julienisnard 💯 you!!,positivo,5,FR,instagram,Europa
@barry_cumbrian_runner,positivo,5,RO,instagram,Europa
Beautiful cameltoes. 😍,positivo,5,RO,instagram,Europa
Se le cae la mochila,negativo,1,ES,instagram,Europa
El año que viene le arrastra,negativo,1,ES,instagram,Europa
@joansmurphy218 @samlaughlin2016 @jhunna193857 🤣🤣,negativo,1,FI,instagram,Europa
@lindsay_eisele,positivo,5,DE,instagram,Europa
We are Caleb Kirk!,positivo,5,DE,instagram,Europa
Jacob.. Daniel…….. Kirk?,negativo,1,DE,instagram,Europa
Ihhhhhh zieh dir deine Socken an. Solche Leute habe ich schon beim Trainer gemeldet. Da geht gar nicht....,negativo,1,DE,instagram,Europa
Negative negative negative,negativo,1,IT,instagram,Europa
Congratulations 😂 cplsgtssgtsgt Kirk,positivo,5,DE,instagram,Europa
"Cazzo vi togliete le scarpe e calzini in palestra?! Un po' di rispetto per gli altri, ehi.",neutro,3,IT,instagram,Europa
Gross! WTF.....,positivo,5,DE,instagram,Europa
Am a lululemon girl forever … ♾️,positivo,5,RO,instagram,Europa
Which glutes?? 😢,negativo,1,DE,instagram,Europa
Gorgeous feet.👣😍,positivo,5,NL,instagram,Europa
Absolutely disrespectful.,negativo,1,RO,instagram,Europa
I feel your pain!,positivo,5,FR,instagram,Europa
Someone is gonna get tinea,negativo,1,NL,instagram,Europa
@emilybeiernews,positivo,5,DE,instagram,Europa
Love@them all !!! 🔗❤️🔥,positivo,5,IT,instagram,Europa
@marryanne_montalla,positivo,5,IT,instagram,Europa
Love all! @lgallagher50,positivo,5,IT,instagram,Europa
"First off, I can't even fit in a size 0 lululemon jacket.",negativo,1,US,tiktok,US
She didn’t see the 1 in front of the 0 probably,negativo,1,US,tiktok,US
Idk how girlies are squeezing into 2 sizes smaller at lulu. I can JUST fit in the correct size,neutro,3,US,tiktok,US
Im a size 2 and the size 0 arms are so tight 😭,negativo,1,US,tiktok,US
Girl that size 6 looks fine,positivo,4,US,tiktok,US
